ORCID,last_phd,total_pub,to_China,age,work1_avg,conn,is_Chinese,work_diff
0000-0001-8979-3104,0,21,0,9,0,0,1,0
0000-0001-9003-2054,0,1,0,1,0,0,1,0
0000-0001-9007-5513,1,26,0,5,0.015625,0,1,0.034375
0000-0001-9023-7850,1,0,0,0,0,0,1,0
0000-0001-9061-787X,0,5,0,3,0.135135135,0,1,-0.135135135
0000-0001-9079-5334,0,7,0,8,0.058823529,0,1,0.248868778
0000-0001-9088-0467,0,2,0,2,0,0,1,0.066666667
0000-0001-9096-5129,0,9,0,5,0.266666667,0,1,-0.266666667
0000-0001-9156-0377,0,5,0,3,0,0,1,0.098039216
0000-0001-9157-5544,0,3,0,7,0.052631579,0,1,-0.052631579
0000-0001-9164-0027,0,2,0,4,0.041666667,0,1,-0.00245098
0000-0001-9193-077X,1,3,0,3,0.115942029,0,1,-0.039018952
0000-0001-9228-6162,0,50,0,15,0,3,1,0.264150943
0000-0001-9243-3935,0,22,0,12,0,0,1,0
0000-0001-9245-0356,0,3,0,6,0.090909091,0,1,0.159090909
0000-0001-9293-4115,0,0,0,0,0,0,1,0.016666667
0000-0001-9329-7015,1,12,0,4,0.344827586,0,1,-0.344827586
0000-0001-9381-0093,0,7,0,5,0.083333333,0,1,0.354166667
0000-0001-9388-1430,1,11,0,4,0.206896552,0,1,0.177718833
0000-0001-9399-9498,1,1,0,2,0,0,1,0.025641026
0000-0001-9409-7250,0,11,0,9,0.049180328,0,1,0.193243915
0000-0001-9413-2650,1,0,0,0,0,0,1,0.055555556
0000-0001-9442-7782,1,10,0,8,0,0,1,0
0000-0001-9450-9454,0,40,0,7,0.0625,0,1,0.0375
0000-0001-9489-4241,0,30,0,13,0.444444444,0,1,-0.410546139
0000-0001-9493-9120,1,5,0,4,0.102040816,0,1,-0.102040816
0000-0001-9505-1852,0,63,0,9,0,0,1,0
0000-0001-9526-2836,0,2,0,2,0,0,1,0.028571429
0000-0001-9561-5718,0,20,0,6,0.761904762,0,1,-0.628571429
0000-0001-9585-9034,1,2,0,1,0.034482759,0,1,0.045517241
0000-0001-9591-6465,1,6,0,3,0,0,1,0.196078431
0000-0001-9592-8191,1,2,0,2,0.043478261,0,1,0.111694153
0000-0001-9596-3325,1,12,0,7,0.142857143,0,1,-0.08952381
0000-0001-9635-3940,1,14,0,5,0.210526316,0,1,-0.210526316
0000-0001-9717-2236,0,9,0,4,0.083333333,0,1,1.083333333
0000-0001-9718-5029,0,5,0,2,0.235294118,0,1,0.098039216
0000-0001-9743-7417,1,16,0,5,0.333333333,0,1,-0.055555556
0000-0001-9746-2938,1,1,0,3,0,0,1,0.014285714
0000-0001-9747-5851,0,12,0,3,0.24137931,0,1,0.940438871
0000-0001-9773-7479,1,6,0,4,0,0,1,0.25
0000-0001-9775-2417,1,4,0,2,0.127659574,0,1,-0.056231003
0000-0001-9778-4312,0,0,0,0,0,0,1,0.037037037
0000-0001-9798-8964,0,0,0,0,0,0,1,0.027777778
0000-0001-9810-3312,1,18,0,4,0.327586207,0,1,-0.165424045
0000-0001-9839-6100,0,19,0,7,0,0,1,0.151515152
0000-0001-9898-6442,0,5,0,8,0.032258065,0,1,-0.010035842
0000-0001-9902-0199,1,5,0,7,0.104477612,0,1,-0.104477612
0000-0001-9905-0881,0,20,0,9,0.4,0,1,-0.206451613
0000-0001-9944-4493,1,13,0,4,0.224137931,0,1,-0.038952746
0000-0001-9972-2019,0,0,0,0,0,0,1,0.018867925
0000-0001-9981-2823,0,7,0,4,0.222222222,0,1,-0.222222222
0000-0001-9996-1466,1,15,0,5,0.280701754,0,1,-0.155701754
0000-0002-0008-3200,1,5,0,4,0.078125,0,1,-0.078125
0000-0002-0008-545X,1,18,0,4,0.214285714,0,1,-0.214285714
0000-0002-0021-5007,1,3,0,2,0.120689655,0,1,0.321618037
0000-0002-0028-3739,0,8,0,5,0,0,1,0
0000-0002-0040-9442,0,2,0,2,0,0,1,0.032258065
0000-0002-0045-3160,0,12,0,8,0,0,1,0.121621622
0000-0002-0052-423X,1,17,0,7,0.327272727,0,1,-0.327272727
0000-0002-0125-4358,0,14,0,6,0.192982456,0,1,-0.150429265
0000-0002-0158-7670,0,3,0,4,0.028571429,0,1,-0.028571429
0000-0002-0166-8112,1,4,0,4,0.092592593,0,1,-0.092592593
0000-0002-0178-5167,0,0,0,0,0,0,1,0
0000-0002-0179-3642,1,9,0,8,0.145833333,0,1,0.104166667
0000-0002-0211-877X,1,2,0,3,0.033333333,0,1,0.023809524
0000-0002-0232-8590,1,3,0,3,0.1,0,1,-0.1
0000-0002-0244-3046,0,18,0,6,0.128205128,0,1,0.538461538
0000-0002-0262-4488,0,7,0,6,0.041666667,3,1,0.195621469
0000-0002-0270-578X,1,5,0,4,0,0,1,0.095238095
0000-0002-0348-0690,0,10,0,5,0.125,0,1,-0.069444444
0000-0002-0392-2137,0,7,0,9,0.051282051,0,1,-0.003663004
0000-0002-0413-8862,0,5,0,3,0.122807018,0,1,-0.122807018
0000-0002-0416-2854,0,5,0,4,0.087719298,0,1,0.078947368
0000-0002-0418-6848,1,1,0,4,0.083333333,0,1,-0.034946237
0000-0002-0432-2897,1,4,0,5,0.06779661,0,1,0.108673978
0000-0002-0454-8079,0,30,0,9,0.208333333,0,1,-0.05316092
0000-0002-0456-8379,1,5,0,3,0.25862069,0,1,-0.13362069
0000-0002-0471-8285,1,3,0,3,0.057142857,0,1,-0.057142857
0000-0002-0478-0177,0,3,0,2,0.115384615,0,1,-0.051554828
0000-0002-0480-5477,1,3,0,4,0.050847458,0,1,0.0544157
0000-0002-0487-0420,1,4,0,2,0.16,0,1,-0.048888889
0000-0002-0499-5135,1,5,0,4,0.049382716,0,1,0.337714058
0000-0002-0516-3621,1,6,0,6,0.071428571,0,1,0.014285714
0000-0002-0525-4603,1,38,0,5,0.689655172,0,1,-0.689655172
0000-0002-0539-7997,0,6,0,6,0,0,1,0
0000-0002-0547-8172,1,8,0,6,0.122807018,0,1,-0.122807018
0000-0002-0556-6404,0,16,0,7,0.466666667,0,1,-0.466666667
0000-0002-0563-9060,0,11,0,6,0.375,0,1,-0.375
0000-0002-0652-3297,0,0,0,0,0,0,1,0.039215686
0000-0002-0676-1391,0,3,0,6,0.026315789,0,1,-0.026315789
0000-0002-0683-4570,1,3,0,2,0,0,1,0.34375
0000-0002-0734-862X,0,15,0,8,0.214285714,0,1,-0.017316017
0000-0002-0741-3188,1,1,0,2,0.026315789,0,1,-0.026315789
0000-0002-0744-1314,1,16,0,6,0.052631579,0,1,0.003972195
0000-0002-0758-2432,1,10,0,5,0.140350877,0,1,-0.140350877
0000-0002-0787-8145,1,1,0,1,0,0,1,0.083333333
0000-0002-0790-9298,1,4,0,3,0.087719298,0,1,0.126566416
0000-0002-0800-9072,1,0,0,0,0,0,1,0.043478261
0000-0002-0801-6694,1,4,0,6,0.073529412,0,1,-0.073529412
0000-0002-0802-2015,1,2,0,3,0.103448276,0,1,-0.103448276
0000-0002-0808-7580,1,3,0,2,0.063492063,0,1,0.03328213
0000-0002-0811-6097,0,0,0,0,0,0,1,0.064516129
0000-0002-0819-3412,0,4,0,6,0,0,1,0
0000-0002-0825-4190,1,0,0,1,0.022727273,0,1,-0.022727273
0000-0002-0828-9211,1,9,0,5,0.01754386,0,1,0.059379217
0000-0002-0840-6553,0,7,0,7,0.244444444,0,1,-0.171273713
0000-0002-0861-2410,1,2,0,1,0.130434783,0,1,-0.104118993
0000-0002-0901-9635,0,4,0,4,0.142857143,0,1,-0.12012987
0000-0002-0920-1939,1,0,0,0,0.034482759,0,1,0.025517241
0000-0002-0936-6928,1,2,0,5,0.051282051,0,1,0.205860806
0000-0002-0937-2359,0,1,0,3,0,0,1,0.061728395
0000-0002-0942-1245,0,7,0,6,1,0,1,-0.93220339
0000-0002-0945-5736,0,3,0,2,0.130434783,0,1,-0.130434783
0000-0002-0948-4895,1,0,0,0,0,0,1,0.06
0000-0002-0990-5119,0,0,0,0,0,0,1,0
0000-0002-1099-8017,0,10,0,6,0.176470588,0,1,0.070282659
0000-0002-1118-8155,1,3,0,2,0.051724138,0,1,0.059386973
0000-0002-1120-3423,1,0,0,0,0,0,1,0.028571429
0000-0002-1133-4191,0,29,0,8,0.243243243,0,1,-0.18663947
0000-0002-1152-5932,1,2,0,5,0.034482759,0,1,-0.034482759
0000-0002-1156-3840,0,5,0,2,0,0,1,0.222222222
0000-0002-1161-5460,1,9,0,5,0.333333333,0,1,-0.197740113
0000-0002-1170-0008,1,10,0,4,0.230769231,0,1,-0.016483516
0000-0002-1177-7339,0,4,0,3,0,0,1,0
0000-0002-1182-9186,1,7,0,4,0.109375,0,1,-0.029375
0000-0002-1184-0828,0,18,0,7,0.103448276,0,1,-0.016491754
0000-0002-1193-5966,0,20,0,7,0.44,0,1,-0.297142857
0000-0002-1198-6114,0,40,0,12,0.155555556,0,1,-0.082828283
0000-0002-1229-2560,0,15,0,6,0.323529412,0,1,-0.123529412
0000-0002-1249-0313,0,8,0,4,0,0,1,0.033333333
0000-0002-1270-6495,1,0,0,0,0,0,1,0
0000-0002-1315-9120,0,7,0,5,0.075,0,1,-0.075
0000-0002-1334-8853,1,20,0,7,0.24137931,0,1,0.203065134
0000-0002-1350-7316,0,4,0,4,0,0,1,0.024096386
0000-0002-1357-640X,1,4,0,4,0.072463768,0,1,-0.072463768
0000-0002-1380-9533,0,18,0,9,0.063829787,0,1,-0.021276596
0000-0002-1406-8466,1,4,0,4,0.066666667,0,1,-0.015384615
0000-0002-1408-2372,1,12,0,6,0.352941176,0,1,-0.134759358
0000-0002-1413-0039,0,5,0,7,0.137931034,0,1,-0.112931034
0000-0002-1483-8141,1,0,0,0,0,0,1,0.037037037
0000-0002-1485-5574,0,2,0,1,0,0,1,0.125
0000-0002-1488-7576,1,4,0,3,0.140625,0,1,0.010890152
0000-0002-1581-2357,1,4,0,6,0.052631579,0,1,-0.052631579
0000-0002-1612-5292,1,2,0,1,0.042857143,0,1,-0.042857143
0000-0002-1615-8596,1,0,0,0,0,0,1,0
0000-0002-1629-3309,0,0,0,0,0,0,1,0.106382979
0000-0002-1646-063X,0,4,0,9,0,0,1,0.15
0000-0002-1658-1079,0,0,0,0,0,0,1,0.106666667
0000-0002-1681-205X,1,8,0,4,0.114754098,0,1,0.274134791
0000-0002-1698-6666,1,4,0,4,0.022222222,0,1,0.377777778
0000-0002-1730-3433,1,3,0,5,0.103448276,0,1,-0.028448276
0000-0002-1757-6642,1,5,0,3,0.205882353,0,1,-0.173624288
0000-0002-1766-6592,0,30,0,6,0.37037037,0,1,1.02962963
0000-0002-1770-7681,0,20,0,4,0.25,0,1,2.083333333
0000-0002-1806-2942,1,9,0,4,0,0,1,0
0000-0002-1828-0122,0,11,0,6,0.08,0,1,0.012307692
0000-0002-1851-3408,0,3,0,3,0,0,1,0.063829787
0000-0002-1877-9206,0,29,0,8,0.25,0,1,0.619565217
0000-0002-1934-3674,0,5,0,6,0.086956522,0,1,0.073043478
0000-0002-1934-9347,0,9,0,6,0.105263158,0,1,0.037593985
0000-0002-1937-3427,0,0,0,0,0,0,1,0
0000-0002-1958-5665,0,3,0,3,0.127659574,0,1,0.092679409
0000-0002-2007-1821,0,2,0,2,0.2,0,1,0.036363636
0000-0002-2010-6051,1,6,0,10,0.02173913,0,1,-0.02173913
0000-0002-2011-7084,1,10,0,4,0.192982456,0,1,-0.067982456
0000-0002-2050-7373,0,2,0,3,0.052631579,0,1,0.447368421
0000-0002-2054-8917,1,2,0,3,0.051282051,0,1,-0.051282051
0000-0002-2069-4076,0,10,0,8,0.260869565,0,1,-0.118012422
0000-0002-2078-4215,0,142,0,17,1.421052632,0,1,-0.800362976
0000-0002-2109-4320,0,1,0,5,0,0,1,0.027777778
0000-0002-2113-4863,0,8,0,6,0.216216216,0,1,0.089339339
0000-0002-2122-9221,1,8,0,8,0.157894737,0,1,-0.157894737
0000-0002-2141-0389,0,3,0,3,0.05,0,1,0
0000-0002-2151-5535,1,6,0,5,0.074074074,0,1,0.009259259
0000-0002-2176-6174,0,12,0,6,0.271186441,0,1,0.153055984
0000-0002-2204-3429,0,10,0,7,0.109375,0,1,0.033482143
0000-0002-2217-6408,0,14,0,3,0.529411765,0,1,-0.435072142
0000-0002-2254-1196,0,2,0,1,0.151515152,0,1,0.035984848
0000-0002-2291-4511,1,19,0,6,0.302325581,0,1,-0.243502052
0000-0002-2297-8013,0,0,0,0,0,3,1,0
0000-0002-2326-4549,1,0,0,0,0,0,1,0.014492754
0000-0002-2334-5664,0,8,0,5,0.2,0,1,-0.2
0000-0002-2384-4826,0,10,0,7,0.085106383,0,1,0.369439072
0000-0002-2454-0058,1,3,0,5,0.060606061,0,1,-0.060606061
0000-0002-2469-5842,1,16,0,5,0.275862069,0,1,-0.09729064
0000-0002-2472-7349,1,6,0,2,0,0,1,0.083333333
0000-0002-2486-6146,0,19,0,4,0.076923077,0,1,1.053511706
0000-0002-2487-4250,0,19,0,3,0.958333333,0,1,-0.69004065
0000-0002-2508-7013,0,3,0,4,0,0,1,0.0625
0000-0002-2532-2028,1,12,0,5,0.078431373,0,1,-0.078431373
0000-0002-2541-837X,1,6,0,4,0,0,1,0
0000-0002-2544-1756,0,29,0,5,0,0,1,0
0000-0002-2565-5543,0,1,0,3,0,0,1,0
0000-0002-2572-2355,1,0,0,0,0,0,1,0.25
0000-0002-2572-836X,1,5,0,4,0.086206897,0,1,-0.011206897
0000-0002-2577-8818,0,1,0,1,0,0,1,0.048387097
0000-0002-2577-9001,0,2,0,3,0,0,1,0
0000-0002-2582-1740,0,53,0,10,0,1,1,1.47826087
0000-0002-2601-4967,0,8,0,7,0.019607843,0,1,0.180392157
0000-0002-2617-9059,0,3,0,4,0.046153846,0,1,0.287179487
0000-0002-2657-3590,1,14,0,4,0.465517241,0,1,-0.298850575
0000-0002-2671-8657,0,5,0,7,0.041666667,1,1,0.018333333
0000-0002-2692-9008,0,0,0,0,0,0,1,0.01754386
0000-0002-2699-3958,1,14,0,5,0,0,1,0
0000-0002-2726-5530,1,1,0,2,0.019607843,0,1,-0.019607843
0000-0002-2739-9889,0,3,0,2,0,0,1,0.147058824
0000-0002-2755-9299,1,5,0,4,0.189655172,0,1,-0.035809019
0000-0002-2759-5185,0,7,0,6,0.088235294,0,1,0.161764706
0000-0002-2774-1576,0,21,0,5,0.727272727,0,1,-0.227272727
0000-0002-2783-7455,1,1,0,1,0.028571429,0,1,0.082539683
0000-0002-2791-1723,0,16,0,7,0,0,1,0
0000-0002-2804-6014,0,12,0,4,0,0,1,0.305084746
0000-0002-2847-7359,1,0,0,0,0,0,1,0.028571429
0000-0002-2907-7533,1,4,0,2,0.088235294,0,1,-0.088235294
0000-0002-2910-2938,1,12,0,6,0.239130435,0,1,0.035869565
0000-0002-2910-3025,1,4,0,3,0.122807018,0,1,-0.122807018
0000-0002-2926-1090,1,13,0,5,0.274509804,0,1,-0.066176471
0000-0002-2944-1315,0,0,0,0,0,0,1,0.171052632
0000-0002-2945-7923,1,6,0,3,0.245614035,0,1,-0.132406488
0000-0002-2965-4353,1,39,0,10,0.057692308,0,1,0.646011396
0000-0002-2990-5343,0,10,0,3,0,0,1,1.333333333
0000-0002-2999-9626,0,8,0,7,0,0,1,0.052631579
0000-0002-3008-4845,0,17,0,12,0.086956522,0,1,-0.086956522
0000-0002-3014-756X,1,6,0,3,0.140350877,0,1,0.016511868
0000-0002-3015-7485,0,5,0,4,0.041666667,0,1,0.208333333
0000-0002-3022-4502,1,6,0,8,0,0,1,0.288888889
0000-0002-3048-9439,0,3,0,3,0,0,1,0.161290323
0000-0002-3058-8197,1,2,0,2,0.151515152,0,1,-0.076515152
0000-0002-3062-9307,0,1,0,1,0.090909091,0,1,0.065953654
0000-0002-3091-671X,1,0,0,0,0.028571429,0,1,0.033928571
0000-0002-3099-3299,0,40,0,5,1.666666667,1,1,0.354166667
0000-0002-3117-0307,0,9,0,6,0.060606061,0,1,-0.003463203
0000-0002-3137-5898,1,16,0,5,0,0,1,0.130434783
0000-0002-3148-0380,0,19,0,10,0.232876712,0,1,-0.195839675
0000-0002-3175-0344,1,2,0,2,0.068181818,0,1,0.049465241
0000-0002-3229-8206,1,31,0,5,0,0,1,0.037037037
0000-0002-3250-7733,1,19,0,6,0.258064516,0,1,-0.258064516
0000-0002-3254-5799,0,17,0,8,0.086956522,0,1,-0.086956522
0000-0002-3294-102X,1,7,0,3,0.15625,0,1,0.665972222
0000-0002-3328-5247,1,0,0,0,0.015625,0,1,0.029829545
0000-0002-3368-7545,0,8,0,3,0.2,0,1,-0.046153846
0000-0002-3392-5427,1,13,0,4,0.411764706,0,1,-0.250474383
0000-0002-3428-9362,0,9,0,5,0.108695652,0,1,-0.035968379
0000-0002-3441-4696,1,0,0,0,0.055555556,0,1,-0.055555556
0000-0002-3464-6462,1,13,0,5,0.310344828,0,1,-0.231397459
0000-0002-3535-6053,1,5,0,5,0.03125,0,1,-0.03125
0000-0002-3552-9153,0,19,0,5,0.529411765,0,1,-0.529411765
0000-0002-3570-234X,0,3,0,2,0.04,0,1,2.96
0000-0002-3580-2295,1,19,0,5,0.289855072,0,1,-0.289855072
0000-0002-3583-959X,1,7,0,5,0.230769231,0,1,-0.064102564
0000-0002-3664-9472,0,7,0,5,0.140350877,0,1,-0.066276803
0000-0002-3667-9962,1,5,0,5,0.095238095,0,1,0.017665131
0000-0002-3669-0192,1,3,0,8,0.088235294,0,1,0.27540107
0000-0002-3678-827X,1,6,0,2,0.120689655,0,1,0.212643678
0000-0002-3701-8760,0,0,0,0,0,0,1,0.142857143
0000-0002-3709-8895,0,12,0,4,0.103448276,0,1,1.610837438
0000-0002-3731-4594,0,9,0,6,0,0,1,0.145454545
0000-0002-3733-9134,0,3,0,3,0.046511628,0,1,0.453488372
0000-0002-3755-7342,1,13,0,4,0.294117647,0,1,0.090497738
0000-0002-3755-8943,0,1,0,1,0,0,1,0
0000-0002-3766-4666,1,4,0,3,0.06779661,0,1,-0.06779661
0000-0002-3778-4457,1,33,0,4,0.777777778,0,1,-0.393162393
0000-0002-3782-3305,1,0,0,0,0,0,1,0.04
0000-0002-3803-5749,1,3,0,2,0.068965517,0,1,-0.068965517
0000-0002-3825-1679,1,20,0,9,0.208333333,0,1,0.018939394
0000-0002-3827-466X,0,6,0,3,0.176470588,0,1,-0.093137255
0000-0002-3828-0971,1,8,0,4,0,0,1,0
0000-0002-3862-7939,1,1,0,3,0.106382979,0,1,0.021276596
0000-0002-3870-9889,1,0,0,0,0,0,1,0
0000-0002-3896-1777,0,32,0,11,0.321428571,0,1,0.067460317
0000-0002-3913-1935,1,0,0,0,0,0,1,0
0000-0002-3917-5516,1,4,0,5,0.060606061,0,1,-0.060606061
0000-0002-3930-7793,1,7,0,4,0.155172414,0,1,-0.048029557
0000-0002-3943-5947,0,26,0,8,0.307692308,2,1,-0.307692308
0000-0002-3947-4882,0,14,0,5,0.416666667,0,1,-0.155797101
0000-0002-3963-4073,0,6,0,2,0,0,1,0.205128205
0000-0002-3972-6074,0,3,0,4,0.049180328,0,1,-0.049180328
0000-0002-3981-7670,0,1,0,2,0,0,1,0
0000-0002-3995-9580,0,50,0,9,0.661016949,0,1,-0.661016949
0000-0002-4002-2509,0,7,0,4,0,0,1,0.144578313
0000-0002-4019-4634,1,12,0,2,0.764705882,0,1,0.057874763
0000-0002-4072-0075,1,4,0,4,0.105263158,0,1,0.894736842
0000-0002-4093-3708,0,10,0,5,0.174603175,0,1,-0.174603175
0000-0002-4121-5716,1,4,0,6,0.111111111,0,1,-0.087301587
0000-0002-4127-2411,1,5,0,2,0.084745763,0,1,-0.084745763
0000-0002-4183-1260,0,10,0,11,0,0,1,0.2
0000-0002-4227-5948,1,12,0,5,0,0,1,0.066666667
0000-0002-4241-9921,0,6,0,8,0.069767442,0,1,0.090232558
0000-0002-4252-3980,0,0,0,0,0,0,1,0
0000-0002-4271-9182,0,18,0,10,0.169014085,0,1,-0.106514085
0000-0002-4276-0599,1,8,0,5,0.155172414,0,1,-0.012315271
0000-0002-4280-4918,1,1,0,1,0.054054054,0,1,-0.054054054
0000-0002-4313-3431,0,4,0,2,0.242424242,0,1,-0.203208556
0000-0002-4344-2920,0,9,0,4,0.157894737,0,1,-0.157894737
0000-0002-4351-7398,1,20,0,5,0.404255319,0,1,-0.237588652
0000-0002-4368-5244,1,14,0,6,0.304347826,0,1,0.458810069
0000-0002-4371-0104,1,8,0,7,0.130434783,0,1,-0.093397746
0000-0002-4376-1446,1,2,0,2,0.042857143,0,1,0.1
0000-0002-4400-5757,1,5,0,3,0.106382979,0,1,-0.106382979
0000-0002-4410-6021,0,26,0,7,0,0,1,0.629032258
0000-0002-4417-3582,1,7,0,5,0.1,0,1,0.215789474
0000-0002-4428-3562,1,3,0,3,0,0,1,0
0000-0002-4434-365X,1,18,0,7,0.1875,0,1,0.516203704
0000-0002-4445-1589,0,13,0,6,0.35,0,1,-0.15952381
0000-0002-4489-2050,0,9,0,4,0.3,0,1,-0.106451613
0000-0002-4493-1160,0,0,0,0,0,0,1,0
0000-0002-4507-9424,1,4,0,1,0.205882353,0,1,-0.080882353
0000-0002-4573-1929,1,10,0,2,0.172413793,0,1,0.651115619
0000-0002-4599-2037,1,13,0,3,0.394736842,0,1,-0.367709815
0000-0002-4604-4629,0,5,0,7,0,0,1,0
0000-0002-4605-5467,1,9,0,5,0.350877193,0,1,-0.273954116
0000-0002-4607-342X,0,18,0,3,0,0,1,0.206896552
0000-0002-4618-6803,0,0,0,0,0.083333333,0,1,-0.083333333
0000-0002-4632-4778,0,9,0,5,0.15942029,0,1,-0.15942029
0000-0002-4654-747X,0,1,0,2,0,1,1,0.044444444
0000-0002-4661-3027,1,9,0,4,0.257142857,0,1,-0.057142857
0000-0002-4663-8486,1,4,0,5,0.117647059,0,1,-0.117647059
0000-0002-4665-5366,0,4,0,3,0,0,1,0.192307692
0000-0002-4684-4909,0,11,0,4,0.105263158,0,1,0.561403509
0000-0002-4686-7107,1,4,0,3,0.142857143,0,1,0.007142857
0000-0002-4710-8815,1,4,0,7,0.035714286,0,1,0.120535714
0000-0002-4731-4520,1,2,0,6,0.041666667,0,1,-0.041666667
0000-0002-4732-9175,0,20,0,7,0.454545455,0,1,0.045454545
0000-0002-4743-9702,0,20,0,7,0.222222222,0,1,0.577777778
0000-0002-4768-7896,1,6,0,6,0.176470588,0,1,-0.099547511
0000-0002-4777-4017,0,14,0,10,0.7,0,1,-0.077777778
0000-0002-4806-5052,1,7,0,6,0.188679245,0,1,-0.188679245
0000-0002-4849-480X,0,11,0,7,0.228571429,0,1,-0.08042328
0000-0002-4854-2170,0,11,0,6,0,0,1,0.166666667
0000-0002-4866-3001,1,10,0,5,0.155555556,0,1,-0.030555556
0000-0002-4884-6967,0,1,0,2,0.125,0,1,-0.040492958
0000-0002-4892-0098,1,3,0,3,0.087719298,0,1,0.032970357
0000-0002-4911-1399,1,11,0,3,0.428571429,0,1,0.371428571
0000-0002-4914-7666,0,3,0,5,0,0,1,0.333333333
0000-0002-4919-1894,0,17,0,8,0.228571429,0,1,0.162732919
0000-0002-4930-8618,0,35,0,10,0.142857143,0,1,-0.053571429
0000-0002-4934-0941,0,7,0,3,0,0,1,0.117647059
0000-0002-4973-3550,1,12,0,8,0.134328358,0,1,-0.034328358
0000-0002-4983-2049,0,4,0,5,0.117647059,0,1,-0.117647059
0000-0002-4989-3992,0,0,0,1,0,0,1,1
0000-0002-5020-4496,0,5,0,4,0.133333333,0,1,-0.056410256
0000-0002-5034-8182,0,12,0,5,0.27027027,0,1,-0.27027027
0000-0002-5072-7019,0,60,0,11,0.208333333,0,1,0.919871795
0000-0002-5087-3972,1,29,0,5,0.516666667,0,1,-0.062121212
0000-0002-5103-0790,0,6,0,4,0,0,1,0.147058824
0000-0002-5113-1786,1,8,0,6,0.076923077,0,1,0.351648352
0000-0002-5122-2418,1,6,0,3,0.173913043,0,1,0.036613272
0000-0002-5128-896X,1,2,0,4,0.068965517,0,1,-0.049734748
0000-0002-5156-9235,0,17,0,8,0.095238095,0,1,-0.095238095
0000-0002-5174-1576,0,21,0,10,0.305555556,0,1,-0.252923977
0000-0002-5178-4138,1,38,0,5,0.863636364,0,1,-0.257575758
0000-0002-5181-9986,1,0,0,0,0,0,1,0.039215686
0000-0002-5216-2453,0,23,0,7,0,0,1,0.14
0000-0002-5217-493X,0,18,0,7,0.142857143,0,1,0.232142857
0000-0002-5257-5645,1,9,0,3,0.295454545,0,1,-0.295454545
0000-0002-5322-0600,1,0,0,0,0,0,1,0.066666667
0000-0002-5383-8435,1,15,0,5,0.275362319,0,1,-0.150362319
0000-0002-5404-3140,0,69,0,19,0.090909091,0,1,-0.090909091
0000-0002-5407-4705,1,15,0,7,0.111111111,0,1,-0.111111111
0000-0002-5416-0566,0,41,0,6,0,0,1,0
0000-0002-5419-7756,1,12,0,8,0.112676056,0,1,-0.112676056
0000-0002-5438-0833,1,8,0,4,0.172413793,0,1,0.36091954
0000-0002-5461-0360,1,9,0,7,0,0,1,0
0000-0002-5510-841X,1,0,0,0,0,0,1,0
0000-0002-5524-2117,1,1,0,1,0.051724138,0,1,-0.051724138
0000-0002-5525-4417,1,2,0,2,0.035087719,0,1,0.055821372
0000-0002-5547-9501,0,20,0,14,0,0,1,0.652777778
0000-0002-5561-681X,1,8,0,6,0.105263158,0,1,-0.014354067
0000-0002-5569-9627,0,7,0,7,0.027777778,0,1,0.347222222
0000-0002-5575-7815,1,2,0,2,0.176470588,0,1,-0.076470588
0000-0002-5587-1079,1,2,0,6,0,0,1,0.222222222
0000-0002-5597-1109,1,20,0,2,0.327586207,0,1,0.243842365
0000-0002-5599-0975,0,5,0,2,0.034482759,0,1,1.215517241
0000-0002-5651-6706,1,1,0,4,0.040816327,0,1,-0.040816327
0000-0002-5652-5039,0,7,0,4,0,0,1,0.025
0000-0002-5679-8280,1,10,0,7,0.140350877,0,1,-0.112573099
0000-0002-5683-849X,1,0,0,0,0.027777778,0,1,-0.027777778
0000-0002-5688-0073,1,31,0,7,0.796296296,0,1,-0.553872054
0000-0002-5690-1209,0,1,0,1,0,0,1,0.444444444
0000-0002-5730-916X,1,2,0,2,0.063829787,0,1,-0.063829787
0000-0002-5760-509X,1,12,0,6,0.186046512,0,1,-0.186046512
0000-0002-5777-9815,0,7,0,6,0,0,1,0.0625
0000-0002-5779-3369,0,11,0,6,0,0,1,0
0000-0002-5783-8707,0,9,0,3,0,0,1,0.537037037
0000-0002-5811-6300,1,1,0,3,0.01754386,0,1,-0.01754386
0000-0002-5816-3959,1,1,0,3,0,0,1,0
0000-0002-5829-7279,0,41,0,11,0,0,1,0
0000-0002-5834-7942,1,2,0,2,0.214285714,0,1,-0.17481203
0000-0002-5840-0846,1,1,0,3,0.025641026,0,1,-0.025641026
0000-0002-5846-2246,1,8,0,5,0.177777778,0,1,-0.118954248
0000-0002-5850-1241,0,11,0,5,0.189655172,0,1,-0.189655172
0000-0002-5854-6909,1,16,0,7,0.37254902,0,1,-0.162022704
0000-0002-5884-0083,1,39,0,4,0.783333333,0,1,-0.116666667
0000-0002-5910-1514,0,11,0,4,1.2,0,1,-1
0000-0002-5911-178X,0,22,0,9,0.326530612,0,1,-0.326530612
0000-0002-5926-2019,0,20,0,6,0,0,1,0.71875
0000-0002-5945-220X,1,27,0,5,0.466666667,0,1,-0.349019608
0000-0002-5945-5451,0,2,0,4,0,0,1,0.031746032
0000-0002-5956-4033,1,5,0,2,0.028571429,0,1,0.092640693
0000-0002-5976-5273,0,23,0,7,0.633333333,0,1,-0.466666667
0000-0002-6006-5696,0,7,0,4,0.15,0,1,0.006862745
0000-0002-6047-8722,0,28,0,6,0.888888889,0,1,-0.730994152
